"fichier","n_couches","n_lignes","n_colonnes","resolution_x","resolution_y","projection"
"202508_Global_Pf_Incidence_Rate_SEN_2000.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2001.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2002.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2003.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2004.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2005.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2006.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2007.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2008.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2009.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2010.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2011.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2012.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2013.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2014.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2015.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2016.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2017.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2018.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2019.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2020.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2021.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2022.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2023.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
"202508_Global_Pf_Incidence_Rate_SEN_2024.tiff",4,104,148,0.0416666688694657,0.0416506916467397,"WGS 84"
